'2019-02-11T21:40:27.892Z',1,39.718145389078366
'2018-05-15T08:04:04.580Z',7,117.0376564084763
'2019-12-06T22:22:48.544Z',6,55.62208681964182
'2019-08-22T16:30:42.392Z',8,115.2207354961295
'2018-10-10T03:34:47.309Z',2,134.94192935296473
'2019-11-06T16:38:50.134Z',3,31.441679133237017
'2018-09-11T11:22:26.521Z',7,101.06105102213039
'2019-06-17T02:37:41.693Z',1,71.96460038
'2017-05-03T16:00:54.923Z',2,81.67426959
'2020-01-17T01:44:37.233Z',3,102.77055805103969
'2018-07-22T20:31:01.969Z',5,67.30535713840213
'2018-06-26T23:21:13.271Z',2,158.44538230476374
'2019-04-06T01:04:43.973Z',7,61.42339339833593
'2017-05-25T20:50:37.137Z',3,54.67137322414436
'2018-06-26T02:24:38.715Z',4,122.30918146348135
'2017-12-14T11:28:30.031Z',7,82.15964553750338
'2020-02-06T12:14:36.282Z',6,131.65987891080385
'2020-04-10T23:29:46.804Z',5,123.93528398902329
'2019-02-14T07:28:31.104Z',8,112.53044509193751
'2018-04-21T04:18:01.863Z',4,50.86583592650371
'2018-05-02T03:57:22.388Z',3,116.62982729669602
'2019-12-12T21:32:01.533Z',5,49.056071014283766
'2019-06-02T11:33:15.096Z',7,56.51158867
'2019-09-20T17:28:38.643Z',8,38.74860139651864
'2019-12-21T12:23:13.696Z',7,115.64052715703252
'2018-06-20T02:18:00.254Z',6,103.57613671689575
'2019-04-28T07:01:15.932Z',5,39.11528698753412
'2018-05-23T18:15:24.432Z',1,136.77951877238795
'2018-03-07T22:56:54.735Z',5,122.6773063807222
'2019-04-15T12:24:20.170Z',3,71.02493653936602
'2018-05-22T04:28:04.569Z',2,137.8019637279584
'2018-06-04T05:11:15.294Z',5,65.15833624900348
'2019-06-18T11:17:03.676Z',3,130.97012158989244
'2019-01-04T21:12:38.428Z',8,56.80533257859876
'2017-10-10T01:37:18.769Z',5,43.27836200894579
'2018-07-04T00:34:31.322Z',8,65.52684708658961
'2017-08-30T12:40:52.641Z',6,57.008904417553445
'2018-07-25T23:27:34.530Z',1,122.43499029028857
'2018-05-09T03:09:25.897Z',1,75.38095754001415
'2019-11-21T23:35:02.479Z',2,149.7360813013385
'2018-12-04T00:08:37.569Z',2,81.10438260941211
'2019-11-16T08:11:08.666Z',8,65.55592976
'2019-11-03T20:24:38.219Z',6,53.70507001111754
'2017-10-01T14:47:29.444Z',1,99.33443001127412
'2017-09-25T00:11:10.923Z',4,89.70210897202662
'2018-06-14T03:09:15.751Z',3,105.27220156289907
'2018-07-06T00:35:40.063Z',2,113.50392637210302
'2019-05-16T20:17:06.720Z',6,71.25137524
'2019-11-17T09:19:09.682Z',8,149.0971082279313
'2018-01-01T07:26:31.444Z',4,123.55572117178238
'2017-12-06T03:46:28.378Z',4,55.25485080738503
'2018-07-15T23:04:22.325Z',8,78.65666201120496
'2018-09-15T13:06:14.139Z',6,44.22580561704055
'2018-10-26T20:41:23.428Z',8,122.11637851493803
'2017-08-16T09:51:35.096Z',7,48.65911128333891
'2016-12-02T08:04:45.937Z',8,84.05108407223999
'2020-02-05T03:28:52.924Z',4,40.306509135573634
'2019-03-09T01:05:15.721Z',3,68.88290318792109
'2019-04-11T18:53:36.645Z',6,87.53637991989693
'2018-07-10T03:17:28.857Z',8,132.22951658373907
'2019-09-23T11:07:08.376Z',1,140.56266342560167
'2018-10-13T19:02:04.952Z',5,74.17998651599399
'2018-04-14T19:47:06.649Z',8,82.56808781434164
'2019-02-23T16:13:35.970Z',4,72.26375031242301
'2018-09-14T23:33:17.679Z',2,46.731824088077374
'2018-03-30T20:03:22.716Z',6,39.76477470674226
'2018-05-30T05:01:21.334Z',6,51.718782977279055
'2019-05-28T14:47:23.973Z',5,71.36659567437728
'2019-06-28T14:19:18.995Z',2,59.09276090183358
'2019-11-21T11:21:36.739Z',7,33.41808399293863
'2017-09-01T11:51:46.788Z',2,32.940865882868835
'2017-07-18T10:51:55.733Z',5,78.35146470419957
'2019-08-18T02:49:20.543Z',5,103.7765084914419
'2020-02-20T00:36:30.807Z',3,85.41374069109672
'2017-04-10T23:33:10.082Z',3,77.95866140384386
'2016-12-19T19:40:17.782Z',2,28.098902628941254
'2019-09-27T21:32:36.824Z',2,98.58295820350527
'2018-05-02T15:42:21.755Z',2,40.85973188769328
'2018-04-25T15:55:31.477Z',7,140.31169305624633
'2019-04-15T14:49:30.838Z',1,58.507615969325414
'2019-10-29T03:41:26.912Z',6,148.4688281207464
'2018-01-03T09:10:59.771Z',3,43.29608695072889
'2018-04-28T18:48:34.862Z',2,61.88628596625975
'2019-12-26T14:29:19.631Z',4,59.12624080633313
'2019-06-05T08:15:20.979Z',1,110.42056194431119
'2016-06-08T10:56:25.212Z',1,46.09258624782886
'2019-05-06T01:41:27.086Z',1,83.30672226118827
'2019-08-10T01:39:40.313Z',1,39.350134975792805
